recency,history_segment,history,mens,womens,newbie,segment,visit,conversion,spend,treatment,zip_code_Surburban,zip_code_Urban,channel_Phone,channel_Web,ite,ite_per_dollar,cum_cost,allocated
4,"7) $1,000 +",1315.84,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.015170645732421183,0.0015170645732421183,870.0,1
2,"7) $1,000 +",1616.97,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.015169426507179678,0.0015169426507179679,880.0,1
1,"7) $1,000 +",1400.87,1,1,1,Mens E-Mail,1,1,47.98,1,True,False,False,False,0.0151656800535494,0.00151656800535494,890.0,1
1,"7) $1,000 +",1286.09,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.015158018412178162,0.001515801841217816,900.0,1
1,"7) $1,000 +",1285.74,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.01515696242755157,0.001515696242755157,910.0,1
2,"7) $1,000 +",1361.76,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.015134851181326747,0.0015134851181326746,920.0,1
1,"7) $1,000 +",1276.14,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.015127998277793629,0.0015127998277793629,930.0,1
1,"7) $1,000 +",1273.04,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.015118645271100958,0.0015118645271100957,940.0,1
2,"7) $1,000 +",1814.19,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.015108147403858591,0.001510814740385859,950.0,1
2,"7) $1,000 +",1238.32,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.015101061463194697,0.0015101061463194698,960.0,1
3,"7) $1,000 +",1319.74,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.015095242551208718,0.0015095242551208718,970.0,1
10,"7) $1,000 +",1117.16,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.015094227718698883,0.0015094227718698884,980.0,1
1,"7) $1,000 +",1374.91,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.015087356165245635,0.0015087356165245634,990.0,1
9,"7) $1,000 +",1143.28,1,1,1,No E-Mail,1,0,0.0,0,True,False,False,False,0.01508586447578032,0.001508586447578032,1000.0,1
1,"7) $1,000 +",1257.54,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.015071880237637617,0.0015071880237637618,1010.0,1
5,"7) $1,000 +",1137.65,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.015058839714752501,0.00150588397147525,1020.0,1
8,"7) $1,000 +",1161.95,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.015055023845810023,0.0015055023845810024,1030.0,1
7,"7) $1,000 +",2816.01,0,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.01502959904351548,0.001502959904351548,1040.0,1
1,"7) $1,000 +",1236.83,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.015009396118732723,0.0015009396118732723,1050.0,1
1,"7) $1,000 +",1233.59,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014999620718189416,0.0014999620718189415,1060.0,1
1,"7) $1,000 +",1345.0,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014997114736156046,0.0014997114736156046,1070.0,1
2,"7) $1,000 +",1889.06,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,True,0.014995396626809054,0.0014995396626809054,1080.0,1
7,"7) $1,000 +",1057.69,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014991932218163567,0.0014991932218163567,1090.0,1
2,"7) $1,000 +",1883.94,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,True,0.014979949080271487,0.0014979949080271486,1100.0,1
3,"7) $1,000 +",1165.85,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.014969582170563198,0.0014969582170563198,1110.0,1
1,"7) $1,000 +",1220.53,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014960217406122883,0.0014960217406122882,1120.0,1
5,"7) $1,000 +",1101.83,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014950767230968179,0.0014950767230968178,1130.0,1
10,"7) $1,000 +",1528.49,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.014943521175079542,0.0014943521175079543,1140.0,1
1,"7) $1,000 +",1213.99,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014940485579100288,0.001494048557910029,1150.0,1
2,"7) $1,000 +",1184.17,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01493768555596631,0.0014937685555966311,1160.0,1
4,"7) $1,000 +",1237.89,1,1,1,Mens E-Mail,1,0,0.0,1,True,False,False,False,0.014935462870584563,0.0014935462870584563,1170.0,1
12,"6) $750 - $1,000",893.17,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01493140843694498,0.001493140843694498,1180.0,1
1,"7) $1,000 +",1208.43,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014923710509032146,0.0014923710509032145,1190.0,1
2,"7) $1,000 +",1533.26,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.014916865155488294,0.0014916865155488294,1200.0,1
1,"7) $1,000 +",1311.69,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014896615170693857,0.0014896615170693858,1210.0,1
8,"6) $750 - $1,000",992.48,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.01488235706378651,0.001488235706378651,1220.0,1
6,"7) $1,000 +",1047.42,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014873776745068807,0.0014873776745068807,1230.0,1
2,"7) $1,000 +",1269.65,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014856946198597164,0.0014856946198597164,1240.0,1
1,"7) $1,000 +",1870.78,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,True,0.014853074191260012,0.0014853074191260012,1250.0,1
1,"7) $1,000 +",1294.3,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014844147820246918,0.0014844147820246918,1260.0,1
2,"7) $1,000 +",1152.8,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014843039162434367,0.0014843039162434368,1270.0,1
1,"7) $1,000 +",1755.12,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,True,0.014842757502827632,0.0014842757502827632,1280.0,1
8,"7) $1,000 +",1332.97,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,False,0.014835589612483673,0.0014835589612483672,1290.0,1
3,"7) $1,000 +",1118.78,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.01482756732378129,0.001482756732378129,1300.0,1
11,"6) $750 - $1,000",886.93,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014825411872550692,0.001482541187255069,1310.0,1
1,"7) $1,000 +",1173.17,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014817327600650375,0.0014817327600650375,1320.0,1
2,"7) $1,000 +",1252.08,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014803935770342265,0.0014803935770342264,1330.0,1
3,"7) $1,000 +",1222.34,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014801377115122936,0.0014801377115122936,1340.0,1
8,"6) $750 - $1,000",960.01,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014784391861428138,0.0014784391861428138,1350.0,1
5,"7) $1,000 +",1158.65,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014783557818175848,0.0014783557818175848,1360.0,1
4,"7) $1,000 +",1187.37,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014783039032483396,0.0014783039032483397,1370.0,1
9,"7) $1,000 +",1042.17,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014780805602652667,0.0014780805602652666,1380.0,1
9,"7) $1,000 +",1041.9,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014779990985940726,0.0014779990985940726,1390.0,1
3,"7) $1,000 +",1098.1,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014765173717844391,0.001476517371784439,1400.0,1
4,"7) $1,000 +",1066.05,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014755645564089558,0.0014755645564089558,1410.0,1
2,"7) $1,000 +",1122.92,1,1,1,Mens E-Mail,1,0,0.0,1,False,True,False,False,0.014752888246312774,0.0014752888246312775,1420.0,1
9,"7) $1,000 +",1029.96,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014743966824679286,0.0014743966824679285,1430.0,1
1,"7) $1,000 +",1259.2,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014738247647694444,0.0014738247647694445,1440.0,1
3,"7) $1,000 +",1201.41,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014738229234452758,0.0014738229234452758,1450.0,1
4,"7) $1,000 +",1056.46,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014726711585320948,0.0014726711585320948,1460.0,1
1,"7) $1,000 +",1138.61,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014713056661521784,0.0014713056661521783,1470.0,1
1,"7) $1,000 +",1249.7,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014709585207829815,0.0014709585207829815,1480.0,1
11,"7) $1,000 +",1203.53,1,1,1,Womens E-Mail,0,0,0.0,1,False,False,False,False,0.014706565927735643,0.0014706565927735643,1490.0,1
3,"7) $1,000 +",1074.9,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014695177022596033,0.0014695177022596034,1500.0,1
2,"7) $1,000 +",1103.47,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014694205672063611,0.0014694205672063612,1510.0,1
1,"7) $1,000 +",1243.07,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014689581841903237,0.0014689581841903236,1520.0,1
3,"7) $1,000 +",1070.38,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014681539735418334,0.0014681539735418333,1530.0,1
2,"7) $1,000 +",2027.95,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.014679023004761597,0.0014679023004761597,1540.0,1
9,"6) $750 - $1,000",894.15,1,1,1,No E-Mail,1,0,0.0,0,False,True,False,False,0.014672855592744553,0.0014672855592744553,1550.0,1
5,"7) $1,000 +",1009.71,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014672832077249266,0.0014672832077249267,1560.0,1
7,"7) $1,000 +",1063.23,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014670005972080897,0.0014670005972080896,1570.0,1
7,"7) $1,000 +",1061.08,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014663519209374691,0.0014663519209374691,1580.0,1
1,"7) $1,000 +",1121.22,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014660589311074845,0.0014660589311074844,1590.0,1
2,"7) $1,000 +",1090.48,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014655013556922399,0.00146550135569224,1600.0,1
2,"7) $1,000 +",1202.37,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014653955782376923,0.0014653955782376923,1610.0,1
12,"6) $750 - $1,000",798.71,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014646413271722569,0.0014646413271722568,1620.0,1
1,"7) $1,000 +",1228.36,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.014645200316597056,0.0014645200316597056,1630.0,1
1,"7) $1,000 +",2746.17,0,1,1,No E-Mail,0,0,0.0,0,False,True,False,True,0.014634506625888843,0.0014634506625888842,1640.0,1
10,"6) $750 - $1,000",850.75,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014629083366098822,0.0014629083366098823,1650.0,1
1,"7) $1,000 +",1104.59,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014610414955817077,0.0014610414955817078,1660.0,1
1,"7) $1,000 +",1216.0,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014607908973783707,0.0014607908973783708,1670.0,1
5,"6) $750 - $1,000",987.13,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.01460470598333944,0.001460470598333944,1680.0,1
1,"7) $1,000 +",1214.36,1,1,1,No E-Mail,0,0,0.0,0,True,False,False,False,0.014602960931533392,0.0014602960931533392,1690.0,1
4,"7) $1,000 +",1588.38,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014601196027874266,0.0014601196027874265,1700.0,1
2,"7) $1,000 +",1072.64,1,1,1,No E-Mail,0,0,0.0,0,False,True,False,False,0.014601188511955555,0.0014601188511955555,1710.0,1
6,"6) $750 - $1,000",956.9,1,1,1,Womens E-Mail,1,0,0.0,1,False,True,False,False,0.014600668949642882,0.0014600668949642883,1720.0,1
5,"6) $750 - $1,000",985.57,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014599999309003776,0.0014599999309003776,1730.0,1
4,"7) $1,000 +",1587.28,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014597877219047838,0.0014597877219047837,1740.0,1
1,"7) $1,000 +",1454.8,1,1,1,Womens E-Mail,1,0,0.0,1,False,False,False,False,0.014592973706144157,0.0014592973706144157,1750.0,1
12,"6) $750 - $1,000",890.77,1,1,1,Womens E-Mail,1,0,0.0,1,True,False,False,False,0.014585526425333348,0.0014585526425333348,1760.0,1
1,"7) $1,000 +",1092.29,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,False,0.014573304638939716,0.0014573304638939716,1770.0,1
4,"7) $1,000 +",1360.04,1,1,1,No E-Mail,1,0,0.0,0,False,False,False,False,0.01456858301239669,0.0014568583012396692,1780.0,1
10,"6) $750 - $1,000",941.14,1,1,1,Mens E-Mail,0,0,0.0,1,True,False,False,False,0.01456315796449129,0.001456315796449129,1790.0,1
12,"6) $750 - $1,000",882.78,1,1,1,Womens E-Mail,0,0,0.0,1,True,False,False,False,0.014561419804857726,0.0014561419804857726,1800.0,1
1,"7) $1,000 +",1661.71,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,True,0.014560930291484996,0.0014560930291484995,1810.0,1
2,"7) $1,000 +",1632.75,1,1,1,Womens E-Mail,0,0,0.0,1,False,True,False,True,0.014560724973433498,0.0014560724973433498,1820.0,1
3,"7) $1,000 +",1027.01,1,1,1,Mens E-Mail,0,0,0.0,1,False,True,False,False,0.014550688154688969,0.001455068815468897,1830.0,1
6,"7) $1,000 +",1868.8,1,1,1,No E-Mail,0,0,0.0,0,False,False,False,True,0.014547531177762231,0.001454753117776223,1840.0,1
